PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,pass_Id_last,Cabin_first,Cabin_end,Cabin_middle,pass_Id_first
2679_01,Earth,True,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,False,1,G,S,426.0,2679
2682_01,Earth,False,TRAPPIST-1e,31.0,False,880.0,0.0,0.0,8.0,0.0,False,1,G,P,434.0,2682
2683_01,Europa,False,TRAPPIST-1e,36.0,False,2.0,1297.0,0.0,4.0,0.0,True,1,A,S,32.0,2683
2684_01,Europa,False,TRAPPIST-1e,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,False,1,B,P,83.0,2684
2685_01,Earth,False,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,False,1,G,P,435.0,2685
2687_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,True,1,F,P,556.0,2687
2688_01,NA,False,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,False,1,F,P,557.0,2688
2690_01,Earth,False,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,True,1,E,S,185.0,2690
2691_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,False,1,F,P,558.0,2691
2692_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,False,1,NA,NA,-1.0,2692
2693_01,Europa,False,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,False,1,A,P,22.0,2693
2693_02,Europa,False,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,False,2,A,P,22.0,2693
2693_03,Europa,False,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,False,3,A,P,22.0,2693
2693_04,Europa,True,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,False,4,A,P,22.0,2693
2695_01,Mars,False,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,False,1,E,S,186.0,2695
2697_01,Mars,False,TRAPPIST-1e,27.0,other,1893.0,487.0,4.0,0.0,0.0,False,1,D,S,91.0,2697
2698_01,Europa,False,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,False,1,C,P,94.0,2698
2700_01,Earth,False,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,False,1,F,S,520.0,2700
2701_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,S,428.0,2701
2702_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,437.0,2702
2703_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,False,1,G,S,429.0,2703
2704_01,Earth,False,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,False,1,F,S,521.0,2704
2706_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1,B,S,102.0,2706
2707_01,Europa,False,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,True,1,B,S,103.0,2707
2707_02,Europa,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,2,B,S,103.0,2707
2708_01,Earth,False,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,True,1,F,S,522.0,2708
2709_01,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,1,F,S,523.0,2709
2709_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2,F,S,523.0,2709
2709_03,Mars,False,NA,33.0,False,361.0,0.0,381.0,1622.0,0.0,False,3,F,S,523.0,2709
2709_04,Mars,False,TRAPPIST-1e,12.0,other,0.0,0.0,0.0,0.0,0.0,True,4,F,S,523.0,2709
2712_01,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,1,B,S,105.0,2712
2713_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,438.0,2713
2714_01,Earth,False,55 Cancri e,59.0,other,269.0,1776.0,0.0,0.0,12.0,False,1,F,P,561.0,2714
2717_01,Earth,False,TRAPPIST-1e,18.0,False,130.0,0.0,13.0,191.0,554.0,False,1,G,S,431.0,2717
2718_01,Europa,True,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,True,1,B,S,106.0,2718
2720_01,Earth,False,PSO J318.5-22,23.0,False,171.0,2373.0,1.0,30.0,985.0,False,1,G,P,439.0,2720
2720_02,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,2,G,P,439.0,2720
2720_03,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,3,G,P,439.0,2720
2721_01,Earth,False,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,False,1,F,P,563.0,2721
2722_01,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,1,D,S,93.0,2722
2723_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,C,S,99.0,2723
2723_02,Europa,False,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,True,2,C,S,99.0,2723
2724_01,Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,1,F,P,564.0,2724
2724_02,Mars,False,TRAPPIST-1e,48.0,False,1200.0,0.0,38.0,48.0,0.0,False,2,F,P,564.0,2724
2725_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,False,1,F,P,565.0,2725
2726_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,440.0,2726
2727_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,9.0,11.0,784.0,63.0,False,1,F,S,525.0,2727
2729_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,S,432.0,2729
2730_01,NA,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,S,433.0,2730
2730_02,Earth,False,TRAPPIST-1e,16.0,False,0.0,1115.0,0.0,1674.0,132.0,False,2,F,S,527.0,2730
2730_03,Earth,True,TRAPPIST-1e,16.0,False,0.0,-1.0,0.0,0.0,0.0,True,3,G,S,433.0,2730
2732_01,Earth,True,55 Cancri e,16.0,other,0.0,0.0,0.0,0.0,0.0,True,1,G,S,435.0,2732
2732_02,Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,2,G,S,435.0,2732
2734_01,Mars,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,1,F,P,567.0,2734
2736_01,Mars,False,TRAPPIST-1e,27.0,True,1709.0,4.0,24.0,0.0,0.0,False,1,D,P,81.0,2736
2737_01,Europa,False,55 Cancri e,45.0,False,0.0,726.0,0.0,281.0,1257.0,True,1,C,S,100.0,2737
2737_02,Europa,False,TRAPPIST-1e,26.0,False,2381.0,1772.0,0.0,0.0,2618.0,False,2,C,S,100.0,2737
2738_01,Mars,False,TRAPPIST-1e,29.0,False,1049.0,0.0,0.0,0.0,0.0,False,1,E,S,187.0,2738
2739_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,-1.0,0.0,True,1,G,P,442.0,2739
2740_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,143.0,0.0,254.0,107.0,True,1,E,P,163.0,2740
2741_01,Mars,False,TRAPPIST-1e,43.0,False,471.0,0.0,133.0,2.0,692.0,False,1,E,P,164.0,2741
2743_01,Earth,False,TRAPPIST-1e,15.0,False,746.0,0.0,2.0,0.0,11.0,False,1,F,S,528.0,2743
2745_01,Mars,False,NA,31.0,False,1511.0,0.0,310.0,0.0,0.0,False,1,F,P,568.0,2745
2746_01,Mars,False,TRAPPIST-1e,52.0,False,758.0,0.0,356.0,5.0,0.0,False,1,F,P,569.0,2746
2747_01,Mars,other,TRAPPIST-1e,49.0,other,0.0,0.0,0.0,0.0,0.0,True,1,F,P,570.0,2747
2748_01,Earth,False,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,True,1,F,S,529.0,2748
2750_01,Earth,False,TRAPPIST-1e,18.0,other,600.0,0.0,0.0,179.0,11.0,True,1,F,P,571.0,2750
2751_01,Mars,True,NA,41.0,False,0.0,0.0,0.0,0.0,0.0,True,1,F,S,530.0,2751
2752_01,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,444.0,2752
2752_02,Earth,True,PSO J318.5-22,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,False,2,G,P,444.0,2752
2752_03,Earth,False,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,True,3,E,P,165.0,2752
2753_01,Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,False,1,E,S,188.0,2753
2754_01,Earth,False,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,False,1,E,P,166.0,2754
2755_01,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,1,B,P,85.0,2755
2756_01,Mars,False,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,False,1,F,P,572.0,2756
2758_01,Earth,True,PSO J318.5-22,24.0,False,-1.0,0.0,0.0,0.0,0.0,True,1,G,P,446.0,2758
2759_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,170.0,14.0,810.0,False,1,E,P,167.0,2759
2760_01,Earth,other,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,S,438.0,2760
2760_02,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,2,G,S,438.0,2760
2760_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3,G,S,438.0,2760
2762_01,Earth,False,TRAPPIST-1e,36.0,False,625.0,0.0,260.0,0.0,0.0,False,1,G,S,439.0,2762
2762_02,Earth,False,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,False,2,G,S,439.0,2762
2763_01,Earth,False,TRAPPIST-1e,31.0,False,91.0,756.0,0.0,0.0,12.0,True,1,E,P,168.0,2763
2764_01,Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,213.0,166.0,1209.0,True,1,E,S,189.0,2764
2765_01,Mars,False,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,False,1,F,S,532.0,2765
2768_01,Earth,False,TRAPPIST-1e,36.0,False,123.0,3.0,-1.0,7.0,0.0,True,1,F,S,533.0,2768
2768_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,2,G,S,442.0,2768
2768_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False,3,G,S,442.0,2768
2769_01,Earth,False,PSO J318.5-22,22.0,False,0.0,837.0,192.0,0.0,-1.0,False,1,F,P,573.0,2769
2770_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,False,1,G,S,443.0,2770
2772_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,757.0,0.0,False,1,G,S,444.0,2772
2773_01,Mars,False,TRAPPIST-1e,25.0,False,314.0,2.0,648.0,92.0,0.0,False,1,D,S,94.0,2773
2774_01,Earth,False,TRAPPIST-1e,29.0,False,3.0,0.0,3.0,0.0,697.0,False,1,F,P,575.0,2774
2774_02,Earth,False,TRAPPIST-1e,17.0,False,0.0,1195.0,31.0,0.0,0.0,False,2,F,P,575.0,2774
2774_03,Earth,False,TRAPPIST-1e,13.0,False,412.0,4.0,0.0,0.0,551.0,False,3,F,P,575.0,2774
2778_01,Mars,False,TRAPPIST-1e,35.0,other,2301.0,0.0,414.0,-1.0,0.0,True,1,D,P,82.0,2778
2778_02,Mars,True,55 Cancri e,53.0,False,-1.0,0.0,0.0,0.0,0.0,True,2,F,P,576.0,2778
2780_01,Earth,False,TRAPPIST-1e,24.0,False,14.0,702.0,0.0,0.0,0.0,False,1,F,P,578.0,2780
2781_01,Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,447.0,2781
2783_01,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1,D,P,83.0,2783
2783_02,Europa,False,55 Cancri e,29.0,False,2.0,8.0,0.0,2864.0,155.0,False,2,D,P,83.0,2783
2784_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,1661.0,52.0,8.0,True,1,G,P,448.0,2784
2785_01,Europa,True,TRAPPIST-1e,58.0,False,-1.0,0.0,0.0,0.0,0.0,True,1,C,S,102.0,2785
2786_01,Earth,False,PSO J318.5-22,53.0,False,0.0,1.0,0.0,195.0,493.0,True,1,E,S,190.0,2786
2787_01,Earth,False,55 Cancri e,21.0,False,13.0,-1.0,1098.0,64.0,1.0,False,1,F,S,535.0,2787
2788_01,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,449.0,2788
2789_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,450.0,2789
2790_01,Europa,True,55 Cancri e,23.0,other,0.0,0.0,0.0,0.0,0.0,True,1,B,P,86.0,2790
2790_02,Europa,False,55 Cancri e,41.0,False,0.0,320.0,4333.0,1313.0,51.0,False,2,B,P,86.0,2790
2790_03,Europa,False,TRAPPIST-1e,29.0,False,3.0,933.0,0.0,674.0,731.0,False,3,B,P,86.0,2790
2790_04,Europa,False,55 Cancri e,54.0,False,0.0,37.0,0.0,4689.0,0.0,False,4,B,P,86.0,2790
2790_05,Europa,False,55 Cancri e,43.0,False,0.0,9923.0,660.0,10.0,266.0,True,5,B,P,86.0,2790
2792_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,S,446.0,2792
2793_01,Earth,False,TRAPPIST-1e,48.0,False,784.0,87.0,0.0,0.0,1.0,True,1,E,P,169.0,2793
2795_01,Europa,False,TRAPPIST-1e,34.0,False,10.0,5659.0,15.0,3.0,0.0,True,1,C,S,103.0,2795
2795_02,Europa,False,TRAPPIST-1e,42.0,False,0.0,802.0,0.0,2622.0,671.0,False,2,C,S,103.0,2795
2796_01,Earth,False,55 Cancri e,17.0,False,0.0,0.0,0.0,863.0,0.0,False,1,F,S,536.0,2796
2797_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1345.0,False,1,F,P,580.0,2797
2798_01,Europa,False,TRAPPIST-1e,37.0,False,6.0,437.0,-1.0,54.0,3030.0,False,1,A,P,23.0,2798
2798_02,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,2,A,P,23.0,2798
2799_01,Earth,False,TRAPPIST-1e,21.0,False,3.0,0.0,0.0,881.0,0.0,False,1,G,S,447.0,2799
2799_02,NA,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True,2,G,S,447.0,2799
2801_01,Europa,False,TRAPPIST-1e,27.0,False,1.0,767.0,0.0,13104.0,3657.0,False,1,B,P,87.0,2801
2802_01,Earth,False,TRAPPIST-1e,23.0,False,18.0,2595.0,0.0,0.0,122.0,True,1,F,P,581.0,2802
2805_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,366.0,268.0,0.0,False,1,F,P,582.0,2805
2806_01,Mars,False,TRAPPIST-1e,28.0,False,948.0,0.0,64.0,170.0,0.0,False,1,D,S,95.0,2806
2807_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,154.0,22.0,820.0,False,1,E,P,171.0,2807
2807_02,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,False,2,G,P,452.0,2807
2807_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3,G,P,452.0,2807
2809_01,Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,453.0,2809
2810_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,454.0,2810
2811_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,871.0,False,1,F,S,537.0,2811
2812_01,Mars,False,55 Cancri e,43.0,False,803.0,0.0,384.0,120.0,0.0,True,1,F,S,538.0,2812
2813_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,S,449.0,2813
2814_01,NA,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,455.0,2814
2817_01,NA,False,TRAPPIST-1e,25.0,False,237.0,0.0,910.0,0.0,12.0,False,1,F,P,584.0,2817
2818_01,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,F,P,585.0,2818
2818_02,Mars,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,2,F,P,585.0,2818
2818_03,Mars,False,TRAPPIST-1e,24.0,False,165.0,0.0,981.0,2.0,0.0,True,3,F,P,585.0,2818
2819_01,Earth,False,TRAPPIST-1e,38.0,False,77.0,169.0,0.0,0.0,470.0,False,1,F,P,586.0,2819
2820_01,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,457.0,2820
2821_01,Earth,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,458.0,2821
2822_01,NA,True,55 Cancri e,3.0,False,0.0,0.0,-1.0,0.0,0.0,True,1,G,S,450.0,2822
2822_02,Earth,other,TRAPPIST-1e,5.0,other,0.0,0.0,0.0,0.0,-1.0,False,2,G,S,450.0,2822
2822_03,Earth,True,55 Cancri e,3.0,False,0.0,-1.0,0.0,0.0,0.0,True,3,G,S,450.0,2822
2822_04,Earth,True,NA,18.0,False,0.0,0.0,0.0,0.0,0.0,True,4,G,S,450.0,2822
2822_05,NA,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,5,G,S,450.0,2822
2823_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1,F,P,587.0,2823
2824_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,C,S,104.0,2824
2825_01,Mars,other,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,1,F,S,539.0,2825
2826_01,Europa,False,55 Cancri e,28.0,False,1581.0,213.0,0.0,18.0,3051.0,False,1,C,P,96.0,2826
2826_02,Europa,False,TRAPPIST-1e,49.0,False,20.0,6807.0,174.0,3538.0,2473.0,False,2,C,P,96.0,2826
2831_01,Europa,False,TRAPPIST-1e,23.0,False,0.0,824.0,0.0,495.0,1479.0,True,1,D,P,86.0,2831
2831_02,Europa,False,TRAPPIST-1e,19.0,False,0.0,1.0,0.0,2085.0,55.0,False,2,D,P,86.0,2831
2832_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,250.0,23.0,0.0,514.0,False,1,E,P,173.0,2832
2834_01,Europa,False,TRAPPIST-1e,40.0,True,0.0,11.0,0.0,2205.0,1295.0,True,1,C,S,105.0,2834
2835_01,Europa,False,55 Cancri e,26.0,True,0.0,186.0,-1.0,548.0,5058.0,False,1,A,P,24.0,2835
2837_01,Earth,False,PSO J318.5-22,23.0,False,0.0,0.0,-1.0,3.0,1919.0,False,1,F,P,588.0,2837
2838_01,Mars,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,1,E,P,174.0,2838
2839_01,Europa,False,TRAPPIST-1e,51.0,False,1.0,3935.0,0.0,146.0,0.0,True,1,C,S,107.0,2839
2840_01,Earth,False,55 Cancri e,44.0,False,672.0,0.0,0.0,0.0,20.0,False,1,F,S,540.0,2840
2843_01,Mars,False,TRAPPIST-1e,50.0,False,357.0,0.0,657.0,0.0,0.0,False,1,E,P,175.0,2843
2846_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,S,452.0,2846
2847_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,464.0,2847
2852_01,Earth,False,NA,21.0,False,33.0,126.0,0.0,461.0,0.0,False,1,G,P,465.0,2852
2853_01,Earth,False,TRAPPIST-1e,20.0,False,56.0,757.0,111.0,0.0,0.0,True,1,F,S,544.0,2853
2854_01,Earth,False,55 Cancri e,14.0,False,0.0,-1.0,14.0,692.0,809.0,False,1,F,P,591.0,2854
2856_01,Europa,False,55 Cancri e,38.0,False,0.0,896.0,0.0,-1.0,4168.0,False,1,C,S,108.0,2856
2857_01,Earth,False,PSO J318.5-22,29.0,False,631.0,-1.0,0.0,40.0,0.0,False,1,F,S,545.0,2857
2858_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,1,C,S,109.0,2858
2858_02,Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,2,C,S,109.0,2858
2858_03,Europa,True,TRAPPIST-1e,40.0,False,0.0,-1.0,0.0,0.0,0.0,True,3,C,S,109.0,2858
2859_01,Europa,True,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True,1,C,P,98.0,2859
2860_01,Earth,False,PSO J318.5-22,18.0,False,154.0,22.0,77.0,1053.0,0.0,True,1,F,S,546.0,2860
2861_01,Earth,False,TRAPPIST-1e,17.0,False,5.0,756.0,0.0,0.0,0.0,True,1,F,S,547.0,2861
2862_01,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1,E,S,193.0,2862
2863_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,2.0,49.0,0.0,801.0,False,1,G,P,466.0,2863
2865_01,Mars,False,TRAPPIST-1e,34.0,False,2904.0,23.0,7.0,0.0,81.0,False,1,D,P,88.0,2865
2865_02,Mars,False,TRAPPIST-1e,53.0,False,520.0,0.0,442.0,0.0,0.0,True,2,D,P,88.0,2865
2866_01,Europa,True,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,True,1,C,S,110.0,2866
2867_01,Mars,False,TRAPPIST-1e,41.0,False,71.0,0.0,1617.0,31.0,0.0,False,1,D,P,89.0,2867
2867_02,Mars,False,TRAPPIST-1e,51.0,False,819.0,4.0,92.0,38.0,0.0,False,2,E,P,176.0,2867
2869_01,Earth,True,PSO J318.5-22,61.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,467.0,2869
2870_01,Earth,False,TRAPPIST-1e,59.0,False,0.0,0.0,1.0,920.0,1.0,True,1,G,S,454.0,2870
2871_01,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,-1.0,0.0,True,1,B,P,88.0,2871
2871_02,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2,B,P,88.0,2871
2872_01,Earth,False,PSO J318.5-22,57.0,False,0.0,1431.0,0.0,30.0,337.0,True,1,G,S,455.0,2872
2873_01,Mars,False,55 Cancri e,39.0,False,2127.0,-1.0,23.0,0.0,0.0,False,1,E,S,194.0,2873
2875_01,Europa,True,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,True,1,B,S,107.0,2875
2876_01,Earth,False,TRAPPIST-1e,42.0,False,173.0,656.0,0.0,0.0,23.0,False,1,G,S,456.0,2876
2877_01,Earth,False,TRAPPIST-1e,36.0,False,418.0,40.0,7.0,338.0,0.0,False,1,F,P,592.0,2877
2878_01,Mars,False,TRAPPIST-1e,42.0,False,44.0,0.0,3648.0,0.0,9.0,True,1,F,P,593.0,2878
2880_01,Earth,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,468.0,2880
2881_01,Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,S,457.0,2881
2882_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,S,458.0,2882
2883_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,93.0,1282.0,0.0,0.0,True,1,F,P,595.0,2883
2884_01,Mars,False,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,-1.0,0.0,False,1,D,P,90.0,2884
2887_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,False,1,G,S,459.0,2887
2888_01,Mars,False,TRAPPIST-1e,71.0,True,901.0,0.0,1698.0,0.0,0.0,False,1,F,P,597.0,2888
2890_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,351.0,0.0,3.0,3447.0,False,1,B,P,89.0,2890
2890_02,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,2,B,P,89.0,2890
2891_01,Earth,False,TRAPPIST-1e,18.0,False,4.0,904.0,0.0,0.0,1.0,False,1,G,S,460.0,2891
2892_01,Earth,False,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,True,1,G,P,469.0,2892
2892_02,Earth,True,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,False,2,G,P,469.0,2892
2892_03,Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3,G,P,469.0,2892
2892_04,Earth,False,TRAPPIST-1e,29.0,False,0.0,1311.0,0.0,0.0,0.0,False,4,F,P,598.0,2892
2892_05,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,False,5,G,P,469.0,2892
2893_01,Earth,False,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,False,1,G,P,470.0,2893
2894_01,Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,443.0,244.0,1.0,False,1,F,P,599.0,2894
2897_01,Earth,False,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,True,1,G,S,461.0,2897
2899_01,Mars,False,TRAPPIST-1e,28.0,False,523.0,0.0,0.0,970.0,0.0,False,1,F,P,600.0,2899
2900_01,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1,NA,NA,-1.0,2900
2901_01,Earth,False,TRAPPIST-1e,16.0,False,0.0,20.0,0.0,300.0,681.0,False,1,F,P,601.0,2901
2901_02,Earth,False,PSO J318.5-22,24.0,False,-1.0,2.0,25.0,-1.0,707.0,True,2,F,P,601.0,2901
2902_01,Earth,False,TRAPPIST-1e,33.0,False,123.0,760.0,0.0,0.0,0.0,False,1,G,P,471.0,2902
2905_01,Earth,False,55 Cancri e,24.0,False,489.0,0.0,-1.0,0.0,0.0,False,1,G,S,462.0,2905
2906_01,Earth,False,NA,29.0,False,1.0,0.0,133.0,104.0,574.0,False,1,G,S,463.0,2906
2907_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,9.0,2005.0,0.0,5.0,True,1,F,S,552.0,2907
2908_01,Earth,False,NA,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,S,464.0,2908
2908_02,NA,False,TRAPPIST-1e,13.0,False,649.0,2.0,0.0,124.0,143.0,False,2,F,S,553.0,2908
2909_01,Earth,True,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,1,G,P,473.0,2909
2910_01,Earth,False,PSO J318.5-22,32.0,False,0.0,0.0,736.0,0.0,0.0,False,1,F,P,602.0,2910
